# index, _pos
1090,"array([-2.25569755, 16.66644012])"
1091,"array([-18.23059131,  20.1510232 ])"
1092,"array([-21.97709672,  -3.44242514])"
1093,"array([-22.26131667,  -4.32374744])"
1094,"array([-4.30535352, 10.3651102 ])"
1095,"array([-6.5637129 , 21.26867715])"
1096,"array([ 12.6944544 , -18.72604218])"
1097,"array([  1.38206246, -13.00742547])"
1098,"array([ -0.30686123, -14.01079093])"
1099,"array([  2.40988053, -14.81065766])"
1100,"array([  1.30932487, -12.08133775])"
1101,"array([ 11.00900717, -40.35567701])"
1102,"array([ 11.34909687, -41.25640216])"
1103,"array([ 34.05912349, -28.77919496])"
1104,"array([ 34.53933253, -29.60486374])"
1105,"array([ 15.2051212 , -24.34933176])"
1106,"array([ 18.86840232, -25.50886433])"
1107,"array([27.5237412 , 29.84726142])"
1108,"array([26.91917124, 30.51755649])"
1109,"array([ -4.8160796 , -45.15191252])"
1110,"array([ -4.07387961, -45.73186037])"
1111,"array([ 33.61930518, -18.7438069 ])"
1112,"array([ 33.70865615, -19.68302674])"
1113,"array([-0.15813955, -5.94111895])"
1114,"array([ 1.82538435, -6.19939423])"
1115,"array([  2.35087779, -18.62446141])"
1116,"array([  0.11221653, -19.93299537])"
1117,"array([  1.17476156, -19.63569632])"
1118,"array([ 6.02836401, -3.57044671])"
1119,"array([-20.47758326, -24.64114926])"
1120,"array([-21.33231363, -24.20659729])"
1121,"array([ -0.76459522, -16.82253297])"
1122,"array([ 14.58702985, -20.17855064])"
1123,"array([ 14.12635416, -19.69821095])"
1124,"array([ 42.30282582, -24.03087751])"
1125,"array([ 41.12624634, -24.39977972])"
1126,"array([ -7.62399182, -10.50921364])"
1127,"array([ 19.25870596, -19.64678245])"
1128,"array([  8.55784348, -13.63715497])"
1129,"array([ 10.16674768, -12.52202559])"
1130,"array([  9.6523607 , -12.79353279])"
1131,"array([  9.67364882, -12.24390562])"
1132,"array([  9.15433878, -12.37530159])"
1133,"array([  1.9315947 , -14.26951319])"
1134,"array([ 11.48993796, -24.49101346])"
1135,"array([ 4.16612663, -1.96181654])"
1136,"array([ 2.614021  , -1.68252181])"
1137,"array([ 3.90707315, -2.4769671 ])"
1138,"array([3.52185783e+01, 3.17189837e-02])"
1139,"array([3.42816189e+01, 3.08575593e-02])"
1140,"array([17.2945153 , 17.91526253])"
1141,"array([17.59805373, 18.91505674])"
1142,"array([18.96528535, 26.13534553])"
1143,"array([19.86914737, 26.35380009])"
1144,"array([-1.54065206, -5.82432532])"
1145,"array([-1.55177888, -5.26415436])"
1146,"array([-2.29879504, -4.74386721])"
1147,"array([-1.00600036, -5.31388401])"
1148,"array([-2.82276988, -4.99264848])"
1149,"array([-3.33942464, -5.54674946])"
1150,"array([-2.55523576, -5.58543544])"
1151,"array([0.42375047, 1.37635935])"
1152,"array([ 39.06620404, -30.86869821])"
1153,"array([ 38.11886594, -30.82165659])"
1154,"array([-4.85801113, 25.91674917])"
1155,"array([-5.77448881, 26.44470384])"
1156,"array([33.7351968 ,  3.07417805])"
1157,"array([32.82821527,  2.81200691])"
1158,"array([-11.18449618, -36.36410693])"
1159,"array([-10.26397381, -36.59222681])"
1160,"array([ 0.87411862, -7.66415857])"
1161,"array([ 2.04113047, -7.24366553])"
1162,"array([ 6.34568273, 35.56981895])"
1163,"array([ 6.26968158, 36.53985649])"
1164,"array([39.00607865, 21.77273505])"
1165,"array([38.08083919, 21.98429373])"
1166,"array([38.36705734, 21.09528388])"
1167,"array([13.25653707, -4.68145519])"
1168,"array([ 6.29310681, 31.03919919])"
1169,"array([ 7.19251771, 30.58011963])"
1170,"array([ 7.19558205, 31.47342236])"
1171,"array([-1.38131862, 27.84688854])"
1172,"array([12.63004309, -7.67982991])"
1173,"array([13.0200179 , -7.29931446])"
1174,"array([-15.24685266,  11.68848648])"
1175,"array([-11.27645078,  -6.30348396])"
1176,"array([-10.5209773 ,  -6.63690554])"
1177,"array([-26.04163202, -20.56964253])"
1178,"array([-26.81526238, -21.13989181])"
1179,"array([-9.97820298, 29.10481108])"
1180,"array([-9.21335493, 28.55068831])"
1181,"array([ 15.6051855 , -23.38756728])"
1182,"array([ 15.58119168, -22.05804339])"
1183,"array([ 15.3047353 , -22.98291797])"
1184,"array([ 15.54179254, -21.55928127])"
1185,"array([ 16.17064756, -22.40348132])"
1186,"array([ 15.21716078, -22.41467159])"
1187,"array([ 15.74393409, -22.86936496])"
1188,"array([-28.06638581, -24.77162382])"
1189,"array([-27.25735927, -24.28513799])"
1190,"array([ 5.53486843, -5.74159505])"
1191,"array([  1.50706585, -10.67848896])"
1192,"array([ 5.03368996, -7.28486336])"
1193,"array([ -1.36737455, -11.61397329])"
1194,"array([  0.56756425, -11.62016405])"
1195,"array([  2.06864605, -12.76355151])"
1196,"array([ 21.25205869, -14.21410757])"
1197,"array([-27.82140245,  -0.29217867])"
1198,"array([-28.68543698,   0.05439366])"
1199,"array([-11.79392077, -15.10499162])"
1200,"array([24.28462735, -0.36089874])"
1201,"array([48.40620311,  2.34000822])"
1202,"array([48.11005535,  1.41756344])"
1203,"array([-6.60693089,  1.27425156])"
1204,"array([-6.84871524,  0.63833898])"
1205,"array([  3.20203218, -38.00061367])"
1206,"array([  2.28809903, -37.76659161])"
1207,"array([ 4.70959785, -6.63155074])"
1208,"array([12.83153552, -5.29393938])"
1209,"array([ 8.91492722, 30.15916053])"
1210,"array([-6.22406888,  2.0685047 ])"
1211,"array([ -9.14982592, -41.27163957])"
1212,"array([ 16.49783122, -10.59563833])"
1213,"array([14.49484145, -9.55018142])"
1214,"array([ 8.56761128, -9.99695411])"
1215,"array([46.80796429, -4.90726577])"
1216,"array([48.07732083, -5.28557413])"
1217,"array([47.3882776 , -5.22627792])"
1218,"array([48.03155126, -4.48481427])"
1219,"array([46.89763771, -5.75066793])"
1220,"array([47.67047045, -5.71657837])"
1221,"array([47.3259004 , -4.51104405])"
1222,"array([ -0.46127674, -13.09806437])"
1223,"array([-24.81602333, -27.74043273])"
1224,"array([-23.93071885, -28.48426358])"
1225,"array([15.54504314, 34.01310073])"
1226,"array([15.76275472, 32.98389488])"
1227,"array([15.43768828, 35.00090959])"
1228,"array([ 39.9473289, -11.9623787])"
1229,"array([ 39.55866872, -10.78874819])"
1230,"array([ 40.31129182, -10.72153649])"
1231,"array([ 40.68945301, -11.4974493 ])"
1232,"array([ 39.33579758, -11.50034877])"
1233,"array([ 40.00800388, -11.31492098])"
1234,"array([ -9.52396144, -22.77566328])"
1235,"array([ -8.65362535, -21.58724098])"
1236,"array([14.71100546, -0.82045094])"
1237,"array([16.5103871 ,  0.40712215])"
1238,"array([ -2.59254775, -11.07365978])"
1239,"array([ -0.20022105, -11.8876356 ])"
1240,"array([  3.3999095 , -12.88724114])"
1241,"array([41.31697792,  8.01478759])"
1242,"array([40.56569641,  8.57357459])"
1243,"array([ 14.03176488, -17.43597164])"
1244,"array([24.88846312, 18.85430656])"
1245,"array([24.17807688, 19.45121711])"
1246,"array([ -7.03621807, -38.33673507])"
1247,"array([ -7.96881606, -38.2947379 ])"
1248,"array([ 29.13071454, -39.156216  ])"
1249,"array([ 29.1458689 , -40.10848319])"
1250,"array([38.11537972,  2.46928042])"
1251,"array([37.36326421,  2.14095585])"
1252,"array([37.791929  ,  3.21923392])"
1253,"array([37.03071497,  2.89866721])"
1254,"array([ 11.58482463, -11.5874325 ])"
1255,"array([12.34907817, 35.42304676])"
1256,"array([12.05595319, 34.47930499])"
1257,"array([26.12305393, 21.72959626])"
1258,"array([26.63923737, 20.95610239])"
1259,"array([ 19.71171747, -17.06587239])"
1260,"array([ 19.23949004, -16.50489446])"
1261,"array([-11.84311657,  16.73496949])"
1262,"array([-10.93280618,  16.62002241])"
1263,"array([  1.62344721, -16.65059237])"
1264,"array([  1.69140026, -20.48357407])"
1265,"array([  0.11488462, -18.70046061])"
1266,"array([ 40.37933853, -20.47644292])"
1267,"array([ 41.23324445, -20.03350348])"
1268,"array([ 9.72019347, -4.14952668])"
1269,"array([-0.78164471,  6.26307629])"
1270,"array([ 5.14424632, 24.76674794])"
1271,"array([ 6.18908206, 24.54567465])"
1272,"array([ 5.21076944, 23.74080854])"
1273,"array([ 1.14079848, -5.52612996])"
1274,"array([ 36.12196141, -33.22681279])"
1275,"array([ 1.14778906, 22.65721513])"
1276,"array([ 1.77916238, 23.36851897])"
1277,"array([ 21.60284068, -11.80246953])"
1278,"array([ 17.96627946, -12.07817351])"
1279,"array([ 23.19234073, -12.63702114])"
1280,"array([ 22.99573165, -10.73942765])"
1281,"array([ 22.92642047, -11.70795753])"
1282,"array([ 23.68160975, -11.65288209])"
1283,"array([ 9.51072371, -1.45262032])"
1284,"array([ 2.78017244, -7.37228095])"
1285,"array([-1.73992493, -3.21041324])"
1286,"array([-1.9407129 , -1.52572729])"
1287,"array([-1.65606392, -2.27135446])"
1288,"array([11.75689455, 33.51622418])"
1289,"array([-22.19168585,   4.83280164])"
1290,"array([-21.43510076,   5.40128237])"
1291,"array([ 39.47342207, -17.84994082])"
1292,"array([ 39.58448918, -16.93317578])"
1293,"array([-23.37976614,  15.6808962 ])"
1294,"array([-22.42671287,  15.59891144])"
1295,"array([29.64847396, 17.89830996])"
1296,"array([29.04488728, 17.92554073])"
1297,"array([29.9896272 , 17.42800557])"
1298,"array([29.3235862 , 17.29587593])"
1299,"array([28.77568845, 16.88685404])"
1300,"array([28.65230591, 17.46837239])"
1301,"array([29.30584068, 16.6089128 ])"
1302,"array([29.84025608, 16.84516022])"
1303,"array([ 14.66010064, -12.50482689])"
1304,"array([ 9.18189155, -1.04823213])"
1305,"array([8.26106189, 0.60361816])"
1306,"array([-6.67237331, 25.89769913])"
1307,"array([-15.02937283, -13.24760769])"
1308,"array([10.86936369,  4.24820655])"
1309,"array([25.52928041, 30.16524605])"
1310,"array([39.81527404, 12.50658942])"
1311,"array([39.32994426, 11.67832958])"
1312,"array([ 41.8330514 , -11.73252468])"
1313,"array([37.8994872 , 15.04119705])"
1314,"array([37.97978772, 16.11341246])"
1315,"array([ -4.43155336, -11.31587977])"
1316,"array([ 18.89626754, -21.43166716])"
1317,"array([  1.3216702 , -14.00497628])"
1318,"array([ 7.17629959, 22.76840161])"
1319,"array([ 6.13260065, 22.43596737])"
1320,"array([ 6.82201489, 22.08290407])"
1321,"array([ 6.40425509, 23.36608042])"
1322,"array([-13.80492872, -28.49958591])"
1323,"array([-14.14768823, -27.63210456])"
1324,"array([ 32.26774   , -32.76656295])"
1325,"array([ 32.84445912, -32.03397323])"
1326,"array([21.27002552, 24.30424438])"
1327,"array([21.17080711, 23.36672619])"
1328,"array([ 3.44672662, -6.6321112 ])"
1329,"array([ 3.33938607, -5.91535847])"
1330,"array([ 14.40898423, -11.91899113])"
1331,"array([16.08088296, 32.06360827])"
1332,"array([7.0303131 , 1.46756914])"
1333,"array([-12.49847646,  10.20066112])"
1334,"array([-12.91979221,   9.33823218])"
1335,"array([ 19.11765195, -39.60341089])"
1336,"array([ 18.39522238, -40.22375606])"
1337,"array([-33.23530151, -14.45088346])"
1338,"array([-33.31831678, -15.48154241])"
1339,"array([-33.13415365, -13.40145986])"
1340,"array([47.68452355, -6.5262261 ])"
1341,"array([ 4.16965763, -7.39456574])"
1342,"array([  1.06579277, -22.1827114 ])"
1343,"array([  0.42093488, -21.76267397])"
1344,"array([13.31272388, -1.51498205])"
1345,"array([12.60377255, -1.68854141])"
1346,"array([ 36.16358962, -17.54458969])"
1347,"array([ 36.64477719, -18.38018187])"
1348,"array([13.67662494,  2.16490962])"
1349,"array([ -1.39015875, -39.91473624])"
1350,"array([ -0.58555414, -39.39470109])"
1351,"array([ 14.54738597, -40.23914298])"
1352,"array([ 15.04366468, -41.03454898])"
1353,"array([12.04407862, 18.45250415])"
1354,"array([ 8.08666574, -1.5030783 ])"
1355,"array([13.66879754, -2.32501273])"
1356,"array([  4.74227688, -14.87333977])"
1357,"array([  7.18600966, -16.34040059])"
1358,"array([36.12354115, 12.58095052])"
1359,"array([-11.05257763, -29.91496926])"
1360,"array([-10.23099648, -30.41867199])"
1361,"array([ 4.70483475, -0.70443492])"
1362,"array([ 5.87122569, -0.64628361])"
1363,"array([-7.70530031, 22.8484572 ])"
1364,"array([ 34.21288693, -13.90398883])"
1365,"array([ 34.4227589 , -12.97245419])"
1366,"array([18.77803314, 22.32526419])"
1367,"array([18.33128721, 23.13323118])"
1368,"array([ -7.66953497, -19.7769487 ])"
1369,"array([46.54285617,  8.72355284])"
1370,"array([45.98736929,  7.91319248])"
1371,"array([5.2798769 , 0.03980522])"
1372,"array([ 7.38293814, -2.67799854])"
1373,"array([ 15.54009083, -10.45596275])"
1374,"array([12.76593462, -9.80125691])"
1375,"array([-16.07162021, -38.76343532])"
1376,"array([-16.79983218, -39.37339232])"
1377,"array([-29.90822129,  -5.67715751])"
1378,"array([-29.57272703,  -4.81090226])"
1379,"array([33.66096509, 15.28787317])"
1380,"array([34.09264295, 16.13811831])"
1381,"array([-29.02231326,   5.63920484])"
1382,"array([19.08575766, -5.20884918])"
1383,"array([ -2.15363028, -13.24763336])"
1384,"array([ 9.24604825, 19.52451838])"
1385,"array([43.03807923, 10.25445196])"
1386,"array([42.46873768, 11.0033308 ])"
1387,"array([43.40286117, 11.10971394])"
1388,"array([ 3.63409356, 19.11289621])"
1389,"array([ 3.24863246, 18.37705672])"
1390,"array([ 2.92608257, 19.08930703])"
1391,"array([ 2.53136819, 19.85186176])"
1392,"array([ 3.28113615, 19.72209499])"
1393,"array([ 2.36767569, 18.93121339])"
1394,"array([ 6.28591035, -0.07115954])"
1395,"array([ 21.88119102, -22.69853943])"
1396,"array([ 20.79287191, -22.27756455])"
1397,"array([ 23.34882624, -23.27461832])"
1398,"array([ 24.171026  , -23.66099086])"
1399,"array([ -1.21004186, -21.25282229])"
1400,"array([34.66277683, -8.16679595])"
1401,"array([ -1.66278036, -15.27968498])"
1402,"array([15.81897482, 25.66427312])"
1403,"array([16.68639959, 25.31147232])"
1404,"array([6.30308964, 3.78671621])"
1405,"array([ 45.76582607, -17.14004283])"
1406,"array([13.71037634, 22.01996109])"
1407,"array([14.67779565, 21.80397683])"
1408,"array([14.43692706, 22.69851709])"
1409,"array([15.6589514 , -1.83200201])"
1410,"array([ 5.13533018, -4.37130817])"
1411,"array([-16.71365264, -30.76805056])"
1412,"array([-15.7609653 , -30.74662784])"
1413,"array([45.19944133, -0.69005971])"
1414,"array([44.36023252, -1.1227951 ])"
1415,"array([38.0791538 , 17.09918919])"
1416,"array([38.70013054, 16.89648215])"
1417,"array([37.45102837, 17.03414922])"
1418,"array([ 6.6744562 , -7.40221216])"
1419,"array([-8.22548346, 33.17224838])"
1420,"array([-8.30171207, 31.88158786])"
1421,"array([-7.96754621, 32.59960799])"
1422,"array([-8.96224997, 32.49562297])"
1423,"array([-8.97335773, 33.39487019])"
1424,"array([  4.20963439, -13.82001544])"
1425,"array([ 21.94632727, -20.08221597])"
1426,"array([  6.37212796, -38.65002006])"
1427,"array([  7.31407889, -38.68073678])"
1428,"array([-1.2884553 , -6.93100444])"
1429,"array([3.8075247 , 4.13676391])"
1430,"array([12.60164045, -2.88226629])"
1431,"array([ 45.77952819, -21.24556327])"
1432,"array([ 44.84479883, -21.16146211])"
1433,"array([ 6.46767562, -9.93580238])"
1434,"array([-13.30527526, -41.84153501])"
1435,"array([-12.41811021, -42.19309615])"
1436,"array([-5.90438344, 27.50442711])"
1437,"array([-6.16445932, 28.47628032])"
1438,"array([  4.8390862, -19.0442928])"
1439,"array([18.56829795, 19.25119416])"
1440,"array([12.50788667,  4.25859682])"
1441,"array([ 37.43570004, -27.44134402])"
1442,"array([ -1.66718166, -44.07319082])"
1443,"array([ -2.15723968, -43.23792389])"
1444,"array([-23.3986674 ,   9.71700097])"
1445,"array([ 3.79901828, -9.29463531])"
1446,"array([  2.80165034, -11.00690454])"
1447,"array([-24.15204011, -23.02140698])"
1448,"array([-23.62915105, -22.22948592])"
1449,"array([37.52334415,  8.57265779])"
1450,"array([36.84951007,  7.85725132])"
1451,"array([-30.24880638, -21.31853673])"
1452,"array([-31.19918898, -21.43828376])"
1453,"array([-30.6058738 , -22.21312425])"
1454,"array([ 19.30702919, -15.75300243])"
1455,"array([ 11.09447991, -12.4981518 ])"
1456,"array([ 25.26949553, -24.74294734])"
1457,"array([-10.50282523,  13.54303744])"
1458,"array([-10.96864026,  12.71461865])"
1459,"array([ 7.11056259, 24.29860423])"
1460,"array([ -1.41184109, -18.21409816])"
1461,"array([ 30.83643976, -29.4093734 ])"
1462,"array([ 31.2000731 , -28.51240936])"
1463,"array([  3.01627099, -23.55324171])"
1464,"array([41.43070263,  3.7647496 ])"
1465,"array([42.09692697,  4.51373373])"
1466,"array([42.21206431, 16.79753763])"
1467,"array([41.89789165, 15.87351036])"
1468,"array([-7.55688356, 19.41317655])"
1469,"array([31.06808476, 12.86173592])"
1470,"array([30.13693546, 12.77243178])"
1471,"array([30.68309449, 12.01377152])"
1472,"array([28.54509656, 22.70206969])"
1473,"array([27.89004749, 23.41870808])"
1474,"array([-14.72048788,  15.70593073])"
1475,"array([-11.81082572,  -2.61370781])"
1476,"array([24.14432098, 23.10775203])"
1477,"array([23.61024682, 22.3207648 ])"
1478,"array([ 27.12086592, -36.15359026])"
1479,"array([ 26.37933749, -35.59513973])"
1480,"array([ -4.37678209, -39.77935965])"
1481,"array([ -4.27002072, -40.73471695])"
1482,"array([-27.4492157 , -12.83947355])"
1483,"array([ -7.59747922, -33.83597378])"
1484,"array([ -6.66939618, -34.44512598])"
1485,"array([ -8.42087037, -33.26337245])"
1486,"array([ 15.83380431, -18.28677589])"
1487,"array([-32.77693728,  -5.00096239])"
1488,"array([-33.23810892,  -5.80268228])"
1489,"array([  3.2237106, -10.1994179])"
1490,"array([16.85371782, 19.64311261])"
1491,"array([ 14.08857369, -44.11336348])"
1492,"array([ 14.27016706, -45.04938212])"
1493,"array([15.40907208, 22.47783815])"
1494,"array([ 5.57036301, -6.62868622])"
1495,"array([  9.74443468, -45.77796584])"
1496,"array([ 10.33061153, -45.00292403])"
1497,"array([ 10.68962394, -45.88570876])"
1498,"array([13.13958273, -5.87321676])"
1499,"array([-11.68183026, -33.75784157])"
1500,"array([  8.11173821, -12.05510904])"
1501,"array([  7.74514655, -12.71733137])"
1502,"array([-20.95628944, -31.74629144])"
1503,"array([36.20291634,  7.08606716])"
1504,"array([-15.44305114,   6.04518001])"
1505,"array([-15.39331645,   6.96594081])"
1506,"array([44.87334135, 13.63337174])"
1507,"array([44.10132475, 14.15891857])"
1508,"array([-33.01287895, -12.38258108])"
1509,"array([13.9570584 ,  3.41594999])"
1510,"array([-3.97265808, 30.47289047])"
1511,"array([-4.86614158, 30.78527744])"
1512,"array([-13.06099603, -16.37341778])"
1513,"array([ 33.16520398, -24.72949734])"
1514,"array([ 33.41953378, -23.80590902])"
1515,"array([ 29.22549391, -33.35389904])"
1516,"array([ 29.64989138, -34.20263441])"
1517,"array([-31.2107884 ,  12.04044604])"
1518,"array([-30.83970663,  12.91422014])"
1519,"array([11.98631426, 30.20953367])"
1520,"array([12.73268073, 30.78354675])"
1521,"array([-1.95915657, -9.28049764])"
1522,"array([ 11.48369486, -14.17391157])"
1523,"array([  6.54890447, -10.82160142])"
1524,"array([ 11.93352994, -13.57913796])"
1525,"array([ -9.86910389, -19.6558908 ])"
1526,"array([38.1481255 , 17.89127303])"
1527,"array([-24.91678331,  21.88780807])"
1528,"array([-24.26222401,  21.22930992])"
1529,"array([ -3.35012081, -12.46136739])"
1530,"array([ 6.27621125, -7.43873197])"
1531,"array([-4.96205193, -8.17062589])"
1532,"array([ 23.60459851, -17.55747286])"
1533,"array([48.53764905, -7.4423706 ])"
1534,"array([47.09722513, -7.64978454])"
1535,"array([ 7.85096837, -0.54834356])"
1536,"array([-18.13695607, -27.52684797])"
1537,"array([-17.22679915, -27.81671793])"
1538,"array([8.05833832, 2.67966591])"
1539,"array([-12.63340829,  -5.55279658])"
1540,"array([ -5.66653251, -34.53329761])"
1541,"array([ -6.1572978 , -35.31055548])"
1542,"array([ 10.14393534, -15.69251079])"
1543,"array([  8.19026994, -16.0667332 ])"
1544,"array([  8.02643036, -15.3684698 ])"
1545,"array([-16.59867457, -24.81122983])"
1546,"array([-17.46175073, -24.38998853])"
1547,"array([ 3.80188862, 31.77172818])"
1548,"array([ 2.8494462 , 31.75681231])"
1549,"array([-27.98591597,  10.95172463])"
1550,"array([-28.70595845,  10.3618263 ])"
1551,"array([ 0.43970794, -8.65918498])"
1552,"array([38.5837898 ,  5.78257456])"
1553,"array([39.50385597,  5.96097437])"
1554,"array([-4.79390202, -1.46588587])"
1555,"array([-31.88892534,  -0.96349776])"
1556,"array([-31.13685614,  -1.61826339])"
1557,"array([19.1474317 , 29.27933514])"
1558,"array([13.68254857, -7.02161429])"
1559,"array([34.25072016, 25.79251788])"
1560,"array([-26.46947228,  18.80092262])"
1561,"array([-25.61239615,  18.3725428 ])"
1562,"array([-22.82775677,  -9.09146257])"
1563,"array([-22.61895281,  -8.17194238])"
1564,"array([-22.96585516, -28.35920884])"
1565,"array([  6.91795951, -14.28938634])"
1566,"array([18.72113549, 35.51965145])"
1567,"array([19.59279915, 35.14745675])"
1568,"array([-25.06520652,  -6.2527797 ])"
1569,"array([ -0.96465845, -19.92283086])"
1570,"array([42.61724398,  1.24330415])"
1571,"array([43.49595436,  1.54393917])"
1572,"array([ 4.16808034, -4.6394629 ])"
1573,"array([ -2.88358046, -36.6797024 ])"
1574,"array([2.45192309, 2.08890891])"
1575,"array([3.76608147, 0.71973871])"
1576,"array([11.40624974, -2.68472798])"
1577,"array([45.37099427,  7.12345872])"
1578,"array([30.45608154,  7.40451667])"
1579,"array([30.12601617,  8.29344856])"
1580,"array([ 16.0228015 , -12.48055174])"
1581,"array([ 9.13384108, 35.4827613 ])"
1582,"array([ 9.42306043, 36.41281878])"
1583,"array([ 46.35476377, -13.7266836 ])"
1584,"array([ 17.48537227, -16.11182854])"
1585,"array([ 41.77081445, -15.38731031])"
1586,"array([ 42.51274964, -14.82811308])"
1587,"array([  4.98579175, -10.54026739])"
1588,"array([ 4.6840988 , -9.83679684])"
1589,"array([22.56314194,  1.70155059])"
1590,"array([38.5830457 , -2.24419197])"
1591,"array([37.60895955, -2.41514472])"
1592,"array([  3.32323691, -14.78495937])"
1593,"array([22.88967753, 16.55676044])"
1594,"array([22.29066233, 17.2623498 ])"
1595,"array([ 11.7152479 , -16.89008373])"
1596,"array([32.11764721, 28.53111898])"
1597,"array([31.30718986, 29.02045964])"
1598,"array([ 5.2125577 , -3.18043252])"
1599,"array([-30.38209687,  -2.23457573])"
1600,"array([  0.09018572, -10.30149595])"
1601,"array([  0.83784029, -10.64298314])"
1602,"array([ 23.00719877, -14.39036109])"
1603,"array([13.62465083,  4.53664583])"
1604,"array([ -1.78960596, -12.33511505])"
1605,"array([42.72031545,  5.26522682])"
1606,"array([  5.93427102, -16.07429824])"
1607,"array([-23.39138306, -27.45711106])"
1608,"array([-2.35396313, 19.25263955])"
1609,"array([-10.01043743,  25.68778414])"
1610,"array([-10.83417299,  25.24251852])"
1611,"array([-7.71304501, 15.09730665])"
1612,"array([-8.31152088, 15.82642502])"
1613,"array([36.68002418, -2.64737497])"
1614,"array([-34.94308135,  -2.81369259])"
1615,"array([-34.8152065 ,  -1.85967447])"
1616,"array([ 7.33075755, -0.23550535])"
1617,"array([ 22.08079288, -18.88826682])"
1618,"array([  9.72656998, -25.67552181])"
1619,"array([-24.51764281,   2.74891751])"
1620,"array([-24.58956471,   3.67015001])"
1621,"array([ 25.69759975, -23.70931939])"
